id,sentence,label
624,to je sdp,0
625,za koji mnogi glasaju s naivnom idejom da su drugi još gori,1
626,koji drugi,0
627,ne postoje drugi,0
628,hdz i sdp su dva imena iste partije dva naziva iste pljačke dva kraka iste hobotnice,1
629,s glasačima u dva stada iste pasmine,1
630,i to nam je danas potvrdila merzelica koristeći se istim argumentima kojima su se koristili sve štetočine prije nje,1
631,radila sam sve što su radili drugi i sve sam radila po zakonu,0
633,i njegov nasljednik linić,0
634,po zakonu kažeš,0
635,kad su već gadosti u ovoj državi napravljene po zakonu onda ih možda treba počistiti mimo zakona,1
636,iz sdpa sve češće spominju nužnost rezova,1
638,u hrvatskoj nitko ne smije biti drugi,1
639,ili zapostavljen,0
641,no njegov mandat na čelu hrvatske vlade može se opisati svakako samo ne kao miran za hrvatske građane a praktički svakim drugim zakonom stvarali su se građani drugog reda,1
642,prisjetimo se u njegovom je mandatu napisan osmišljen i proveden predstečajni zakon prema kojem su bogate poduzetnike otpisom duga spašavali mali dobavljači,1
643,nepravda ovrhe i kaos učestalih deložacija doživjeli su vrhunac dok je milanović s markova trga odmahivao rukom,1
644,branio je i koruptivno djelovanje,1
645,branio je i članove svoje stranke kao što su milan bandić marina lovrić merzel i željko sabo pa i druge kao što je osuđeni hnsovac andro vlahušić,1
646,milanović koji je vatikanske ugovore branio gorljivije od radikalnog desnog krila hdza kojem je vjeronauk bio bitniji od informatike i koji je utabao stazu privatizacije zdravstva,1
647,nevjerojatno je da danas i dalje za dio hrvatskih birača predstavlja lijevu opciju,1
648,u ova dva tjedna borit ću se da na izbore nagovorim sve kojima je hrvatski interes u prvom planu,1
649,sve one koji su različiti a ujedno jednaki,1
650,u hrvatskoj smo se u zadnjih pet godina umjesto da koristimo sve blagodati tuđih ideja i novca počeli baviti nekim drugim idejama rekao je milanović sinoć što zvuči nevjerojatno s obzirom na to da je ostao poznat kao jedna od najvećih političkoekonomskih štetočina u povijesti neovisne hrvatske,1
651,no krenimo redom,1
652,ja sam za vas zoki zoki zoki,0
653,skandirali su delegati sdpa u lipnju 2007 godine kada je u drugom krugu milanović s 821 glasom pobijedio željku antunović koja je imala 675 glasova,0
654,milanović je tada digao publiku na noge kada je rekao da on i dalje ostaje zoran a ne gospodin milanović,1
655,bila je to i prva obmana jer se od tog dana milanovića oslovljavalo s gospodin predsjednik ili šef no nikako zoran,0
656,što misli o demokratičnosti stranke i kako misli vladati sdpom milanović je pokazao vrlo skoro,1
657,antunović je u stranci potisnuta u treći ešalon a ljubu jurčića koji je po zamisli stranke još za račanova života trebao biti premijer buduće vlade sdpa grubo je izgurao usred predizborne kampanje,1
658,predizborni plakati s podignutim palcima milanovića i jurčića sa sloganom sdpov tim uklonjeni su preko noći i zamijenjeni milanovićevim portretima a u tv emisijama i medijima redovito se pojavljivao samo milanović,1
659,na izborima 2007 godine hdz je imao 66 mandata sdp deset manje 56,0
660,sdpovi partneri hns i ids imali su zajednički deset mandata a očekivalo se da će milanovićev sdp sastavljati vladu,0
662,sanader je potpisao koalicijski sporazum s hssom i hslsom te sdssom i još nekim predstavnicima manjina,0
664,iako se 2007 godine očekivao poraz sanadera koji je već tada bio pritisnut brojnim aferama milanović je izgubio prvu bitku,1
665,milanovićevi krivi potezi i fokusiranje na pogrešne stvari u predizbornoj kampanji što je dovelo do topljenja podrške sdpu pripisivani su tada njegovoj mladosti i političkom neiskustvu,1
666,milanović je šutio onda mu je vlast pala s neba u krilo afere imostroj brodosplit sunčani hvar ante gotovina sanaderovi satovi ručak u veroni lažna obećanja o smanjenu pdva odgađanje puta hrvatske u eu i nato bile su jasno pripremljeni voleji milanoviću u kampanji,1
668,milanović je tada prvi put koristio taktiku po kojoj je najbolje šutjeti kako on tako i stranka a vlast će im već nekako pasti u krilo,1
669,milanović 2007 godine nije napadao osim kada je sanadera napadao osobno,1
670,napadao je milanović i crkvu samo da bi mogao reći ako netko zastupa kršćanske vrijednosti onda je to sdp,1
672,stav je sdpa da je vjeronauk u školama uređen međunarodnim ugovorom koji u sdpu poštujemo govorio je milanović dodajući da onaj sdpovac koji govori protiv toga zapravo iznosi osobni stav,0
673,politika nezamjeranja i šutnje donijela mu je poraz no milanovićev stav iz tko zna kojeg razloga bio je da je to jedina i slavodobitna taktika,1
674,politika čekanja da vlast sama padne u krilo doslovno se provodila sve do kraja 2011 godine,1
675,naime u srpnju 2009 godine sanader se poznatom rečenicom doviđenja i hvala na suradnji oprostio od funkcije premijera i šefa hdza,1
677,hdzov premijer i njegovi ministri umjesto markovog trga išli su u remetinec a milanović je strpljivo čekao,1
679,potpomognut tajnim iskazima i uhićenjima milanović se dokopao vlasti početkom 2012 godine,1
680,kukuriku koalicija nastavila je provoditi hdzov ekonomski model a tek će ih oreškovićeva vlada koja se raspala u svega šest mjeseci preteći po nesposobnosti,1
681,korupcijske afere milanovićeve vlade uskoro su se približile onima iz sanaderova doba,1
682,tko više voli bandića plenković ili milanović,1
684,dovoljno je sjetiti se bandića milana bandića,0
686,u korupcijskim aferama milanović je gorljivo branio bandića koji mu je garantirao vlast sdpa u zagrebu no preko kandidature za predsjednika kraj predsjedničkog kandidata sdpa ive josipovića milanović nije mogao prijeći,1
687,morao ga se odreći,1
688,jedan od najštetnijih promašaja milanovićeve vlade je pljačka kroz predstečajne nagodbe koju su pravdali spašavanjem radnih mjesta a kojom se spasilo jedino povlaštene dok su brojne male tvrtke uništene milijunski dugovi velikima oprošteni a radnici su u većini slučajeva kratkih rukava ostajali na ulici,1
690,ništa za milanovića nisu značila ni upozorenja pravnog fakulteta koji je proglasio zakon o predstečajnim nagodbama koruptivnim,0
691,sdp na čelu s milanovićem držao je leđa najkontroverznijem ministru slavku liniću koji se nije libio javno izjavljivati da se od svojih korumpiranih prijatelja neće rastati,1
692,kada je došlo do izravnog sukoba milanovića i linića stradao je linić no predstečajne nagodbe nastavile su se i dalje,1
693,imao je milanović razumijevanja i za loše momke iz drugih stranaka kao što je bio slučaj oko andra vlahušića koji je za sobom vukao i pravomoćne presude,1
694,tolerirao se i slučaj željka sabe kada je stranka govorila o tome da pojavu treba osuditi a sabu spasiti,0
695,ignorirao je do posljednjeg dana marinu lovrić merzel,1
696,pravio se da takve teme nisu dostojne njegova vremena,1
697,neću tražiti ostavke vjerujem sabi i lovrić merzel sve dok se ne dokaže suprotno,0
698,govorio je prijeteći milanović,0
700,milanoviću je sanader očigledno bio i nekakav uzor barem po shvaćanju privilegija,0
701,milanovićeva vladavina popularizirala je zagrebački restoran tač u kojem je premijer bio vrlo čest gost a ondje su održavani i tajni sastanci,0
703,tako je bahati milanović koristio vladin zrakoplov u privatne svrhe,0
704,bili su tu česti odlasci na krk gdje ima obiteljsku kuću za odmor,0
705,je li vama normalno da nakon svega sanader uživa na jahti,0
707,hm pa tko ne bi volio opuštati se na jahti odmarati se odgovorio mu je milanović uopće ne shvaćajući što ga stanković pita,0
708,ekonomski i gospodarski hrvatska je za milanovićeva mandata propadala,0
709,most je svoju kampanju 2015 godine sveo na samo jednu riječ reforme,0
710,milanovićeva vlada u četiri godine nije provela gotovo ni jednu osim ako reforme nisu bili spašavanje privatnih tvrtki tajkuna pod sloganom spašavamo radna mjesta te izmišljanje novih parafiskalnih nameta,1
711,kao što je sanader sustavnom politikom uništio pravašku scenu gotovo isto napravio je milanović ljevici,1
712,nametala se politika o zlom hdzu koja je u velikom postotku bila i istinita posebno u dijelu ljudskih i građanskih prava te potrebi sprječavanja konzervativne revolucije u kojoj se sdp predstavljao kao jedina alternativa,0
713,možda smo mi i loši ali hdz je gori,0
715,u stvarnosti je sdp smanjivao ljudska prava za kolektivne ugovore milanović je govorio kako su oni relikt prošlih vremena,0
716,vatikanski ugovori gorljivo su branjeni jače nego u vrijeme hdza i za vrijeme milanovićeve vladavine nije se smjela otvarati ta tema,1
717,što je potpisano potpisano je,0
718,hrvatska strana se uglavnom toga drži imamo neke zaostatke od prije 10 godina ali se uglavnom korektno drži ” rekao je milanović nakon razgovora s papom benediktom xvi,1
719,i državnim tajnikom tarcisijom bertoneom,0
720,isto je tako milanovićevo desničarenje na kraju poprimilo groteskne oblike kroz transkript razgovora s braniteljima privilegija iz domovinskog rata kada je zaključio da branitelji nisu politikanti niti tu ima stranačke politike,1
722,podsjetimo niz nevladinih organizacija na čelu s udrugom babe tražilo je suspenziju kako su rekli nebuloznog obiteljskog zakona milanke opačić,1
723,ustavini sud dao im je za pravo i suspendirao cijeli zakon,1
724,opačić nije ponudila ostavku,1
726,naravno većina u saboru bez razmišljanja je izglasala obiteljski zakon svoje partijskekoalicijske kolegice,0
727,jer tako se to u nas radi svoje se podržava ma što radili a tuđe se prezire i ne sluša naprosto zato što nisu s nama reagirali su iz udruge babe,0
728,milanoviću je pao i zakon o socijalnoj skrbi,1
729,taj je zakon morao biti promijenjen nakon samo godinu i pol dana jer se otkrilo da bi 40 tisuća najugroženijih građana zbog zakonskih izmjena trebalo ostati bez socijalne pomoći,0
730,milanović se nije trudio provesti iako je već godinama obećavao učinkovitu reformu hrvatskog pravosuđa,1
731,milanovićeva vlada reformu pravosuđa svela je na kozmetičke izmjene pa je tako s radom prestalo 40ak prekršajnih sudova koji su preimenovani u stalne službe,1
732,razuman rok suđenja u ostatku europe iznosi 9 mjeseci,0
733,u hrvatskoj se na pravdu čeka najmanje 13 mjeseci,1
735,milanović je odmahivao rukom,1
737,zoran milanović tada tek glasnogovornik sdpa,0
738,milanović će godinama braniti tuđmana i diviti mu se do razmjera odbijanja svake kritike tuđmanizma do razine da je zagrebačkoj zračnoj luci dao ime franje tuđmana,0
740,to bi bilo prikladno jer je tuđman bio ratni predsjednik a to je važnije od toga da je bio prvi rekao je milanović o svojoj inicijativi,1
741,milanović je tijekom svog mandata otvoreno šurovao sa šatordžijama popuštao je rigidnoj desnici i povlađivao stožerašima,1
742,u vrijeme kad se otvoreno prijetilo njegovom ministru fredu matiću milanović se sastajao s josipom klemmom i predstavnicima prosvjednika ispred ministarstva branitelja,1
743,otvoreno je tolerirao hosovce i ustašoide,1
744,išao je tako daleko da je u jednoj izjavi spomenuo svog djeda ustašu i denuncirao majku svog oponenta andreja plenkovića koju je proglasio vojnom lekarkom,1
745,uostalom sdp je pokušao profitirati od velikog masovnog prosvjeda za kurikularnu reformu na središnjem zagrebačkom trgu,1
746,no sjetite se da je milanovićev ministar po njegovom izboru bio vedran mornar,0
747,nakon što je s milanovićem dogovorio fotelju u ministarstvu znanosti otišao je prvo kod kardinala bozanića a onda s biskupom puljićem,1
748,pokazalo se na kraju da je mornaru bio bitniji vjeronauk u školama nego činjenica da informatika nije obvezni predmet,0
749,ako je crkvi nešto neprihvatljivo zašto na tome inzistirati zapitao se mornar u jeku afere oko građanskog i zdravstvenog odgoja,1
750,uz milanovićev blagoslov,1
752,kad jednom odem s vlasti želio bih da me ljudi ne pamte ni po čemu rekao je jednom prilikom milanović,1
753,na to i računa u predsjedničkoj utrci,1
755,predstojnik ureda i njegov intimus tomislav saucha sada uskokov optuženik u aferi dnevnice godinama spašava hdzovu vladu od raspada dok veliki broj njegovih ministara i danas podržava plenkovićevu vladu,1
756,tomislav je bio uz mene godinama vodio je moj ured vidjeli smo se svaki dan i ne želim vjerovati da je to napravio rekao je milanović o sauchi naglasivši kako je situacija oko sauche vrlo nezgodna za njega,1
758,to mi je blizak čovjek mlađi od mene radio je u kabinetu,1
761,u kampanji o sauchi je govorio da on nije njegova instalacija,1
762,danas se u središnjici stranke u smičiklasovoj ulici u 11 sati održao sastanak članova mosta treće opcije koja je na izborima postigla neočekivan rezultat i bez čije se potpore sada ne može sastaviti vlada,0
763,nakon sastanka najavljena je press konferencija za 1630 a prije toga petrov prgomet i lovrinović sastali su se sa sdpom i hdzom,0
765,most je otvorio razgovore s hdzom i sdpom,1
768,mi očekujemo od jednih i drugih da razumiju štoje prioritet a to je gospodarstvo i da se u hrvatskoj pokuša napraviti jedinstvena vlada,0
769,to je jedino kako se mogu učiniti reforme,0
770,jedinstvo je izuzetno potrebno,0
771,smatramo da mi u ovom trenutku možemo biti moderator jedinstvu hdza i sdpa,1
772,smatramo da oni nakon 25 godina mogu zaustaviti animozitet i teške riječi barem na dvije godine,1
773,to je nužno za republiku hrvatsku kazao je petrov dodajući kako bi sve drugo bilo prevara birača s njihove strane,0
774,sve ostalo bila bi prevara birača mosta za koji su glasali i oni koji naginju ulijevo i udesno ali su svoj glas mostu dali jer podržavaju ideju da hrvatska može ići naprijed i da je potrebno jedinstvo pojasnio je,1
775,u idućem razdoblju slijedi usuglašavanje reformi s jedne i s druge strane nakon prve i druge faze uslijedit će definiranje mandatara i to će biti zadnja faza,0
776,ovo je tek početak razgovora,1
778,drugi uvjet je da svi zajedno sjednemo za stol,1
779,i mi ćemo također predložiti mandatara vlade,0
780,o mandatarima ćemo razgovarati tek nakon što dogovorimo prvu i drugu fazu rekao je petrov,0
781,što ako nas odbiju,0
783,nedugo nakon njegovog obraćanja novinarima stiglo je i priopćenje iz mosta koje prenosimo u cijelosti,0
784,na sastanku nacionalnog vijeća mosta nezavisnih lista odlučeno je da hrvatskoj demokratskoj zajednici hdz i socijaldemokratskoj partiji sdp predložimo zajedničko i konsenzualno formiranje reformske vlade u idućem mandatnom razdoblju,0
785,izbori su pokazali da su hrvatski birači podijeljeni na način koji onemogućava jednostrano formiranje vlade bilo lijeve bilo desne koalicije,1
786,jednako tako birači mosta prema kojima mi nedvojbeno snosimo najveću odgovornost jasno su priželjkivali da most ne uđe u jednostranu koaliciju niti s hdzom ni sa sdpom te su svojim glasovima nedvojbeno podržali takvu poziciju,1
787,nadalje hrvatska se nalazi u krajnje ozbiljnoj gospodarskoj situaciji kao i u dramatičnim međunarodnim okolnostima emigrantskoizbjegličke krize i problema koji su se javili unutar europske unije što zahtijeva nacionalni konsenzus i jedinstveno djelovanje,0
788,most nezavisnih lista ne želi biti razlogom produbljivanja podjela u hrvatskom društvu s jedne strane a ne želi biti niti onaj tko drugima uvjetuje reforme a da i sam ne sudjeluje u njihovu rješavanju,1
791,za tu i još neke druge reforme bit će potrebne i ustavne promjene a to znači i nužnu dvotrećinsku saborsku većinu kao i spremnost da ih se podrži u provedbi nakon izglasavanja,0
792,reformska vlada ne može biti bazirana na jednoj od predizbornih koalicija jer te koalicije nemaju kapacitet konsenzusa za koji su uz most potrebni i hdz i sdp,1
793,mi nećemo odbiti da i njihovi koalicijski partneri i druge parlamentarne stranke koje to žele podrže reformsku vladu ali za nacionalno jedinstvo prolaska kroz reforme nužna je temeljna konsenzualna suradnja triju ključnih političkih opcija,1
794,pri tome most svoju ulogu ne smatra privilegiranom,1
795,taj položaj svojim su glasovima predložili i zadali birači,1
797,mi od njih to i ne očekujemo,0
798,zato smo sami spremni predložiti mandatara kao moderatora zajedničke reformske vlade,1
799,spremni smo preuzeti odgovornost,0
800,predlagati i provoditi reformska rješenja na dobrobit hrvatske,0
801,sve nužne reforme i vremenske okvire tako nećemo nametnuti drugima nego i samima sebi,1
802,opseg reformi i redoslijed prioriteta odredit ćemo zajedno konsenzusom pri tome uključujući i javnost kako stručnu tako i opću kako bi se izbjegli svi nepotrebni otpori,0
803,ako je most svjetonazorski heterogen a uspio je ujediniti različite ljude s ciljem gospodarskog oporavka hrvatske vjerujemo da bi i druge dvije stranke u korist hrvatske mogle učiniti isto poručio je božo petrov,0
804,u slučaju dogovora zajednički će se odrediti dinamika usuglašavanja i provođenja procesa reformi,0
805,nakon mandata reformske vlade pred hrvatskom bi bili otvoreni novi izbori u kojima bismo sve svoje različitosti mogli staviti pred birače ne plašeći se više za ono temeljno stabilnost reformirane hrvatske države i punu političku zrelost hrvatskog društva,1
806,most na tim izborima može i nestati ali hrvatska mora prestati tonuti,1
807,kovačić i petrina došli su u sjedište stranke no oba su bila bez komentara,0
808,iako je presica najavljena za 1630 čelnici most koji su na sastanku s hdzom još nisu došli,0
809,sastanak je završio a što je dogovoreno otkrit će tek na pressici,0
811,u 1630 most će održati press konferenciju,1
812,na pitanje novinara zašto su im lagali da će prgomet kasniti zbog obveza u bolnici prgomet kazao vrijedni smo vrijedni ljudi sve stignu,0
813,petrov je okupljenim novinarima kazao kako će izjave dati nakon sastanka,0
816,što da vam kažem sve su opcije dogovorene pa i koalicija otvorenog jedinstva,1
817,važno je da ne prevarimo građane hajduk će uvijek biti prvak,0
818,most je čvršći nego ikad poručuje jedan od 19 zastupnika koji je došao na sastanak,1
819,drugi dodaje u mostu postoje dvije struje istosmjerna i izmjenična,1
820,drago prgomet će kasniti,0
822,petrina je dodao jedinstveni smo zasad,0
824,neslužbeno su curile informacije o kojekakvim ponudama pozicijama u vladi i slično no petrov i most neke od tih stvari su demantirali dok su neke mogućnosti kategorički odbili,1
825,petrov je jučer kazao kako koalicije neće biti niti s hdzom niti s sdpom no o daljnjim konkretnim potezima ne želi govoriti dok se ne obavi sastanak stranke te susreti s jednom i drugom stranom,0
826,podsjetimo mostovci su više puta naglasili kako ih fotelje ustupci i pozicije ne zanimaju već su jedino ono na čemu će inzistirati reforme s naglaskom na pravosuđe i javnu upravu te bolne rezove,1
827,šatoraši su se nešto prije 18 sati u povorci uputili prema šatoru u savskoj u kojem prosvjeduju još od 20 listopada prošle godine,0
829,usput su zastali na kamenitim vratima gdje su se pomolili,0
830,zbog duge kolone na trgu bana jelačića te u frankopanskoj i savskoj ulici došlo je do prekida tramvajskog i drugog prometađuro glogoški i josip klemm najavili su da u prosvjedničkom šatoru neće biti nikakvih izjava jer su kako kažu sve već rekli na konferenciji za novinare,0
832,marka gdje su sinoć probdjeli te s markova trga,0
833,glogoški je najavljujući razgovor s premijerom milanovićem u vladi rekao da će biti uz prisustvo medija,0
834,milanović je podsjećamo šatoraše pozvao da u ponedjeljak u 10 sati dođu na razgovor u banske dvore,0
835,uz milanovića vladu će na razgovoru predstavljati predrag matić i ante kotromanović,0
838,prosvjednici su u ćirilometodskoj ulici i kod kamenitih vrata maknuli metalne ograde koje je postavila policija nakon čega je pedesetak njih kod starogradske vijećnice probilo kordon i trčeći stiglo na markov trg gdje su stali uz crkvu,0
840,isto tako kada čelnik te društvene skupine poziva redarstvene snage jedne zemlje da se pridruže bezakonju također je državni udar,1
841,upravo je to ono što se događa trenutno u hrvatskoj,0
842,naime šef hdza tomislav karamarko pozvao je da se na branitelje ne primjenjuje zakon dok je đuro glogoški pozvao policajce da otkažu poslušnost i da pređu na njihovu stranu,1
843,državni udar je naziv za protivustavnu i protivzakonitu smjenu nositelja vlasti u nekoj državi,1
845,za rtl je nakon povlačenja s markovog trga govorio i glogoški,1
846,rekao je da i dalje zahtjevaju smjenu predraga matića zajedno s njegovom zamjenicom i pomoćnikom,0
847,do ovog prosvjeda na markovom trgu nije ni trebalo doći predsjednik vlade je puno ranije trebao donijeti odluku o sastanku s nama,1
849,josip klemm izredao se večeras u središnjim informativnim emisijama svih nacionalnih televizija,1
850,nije u redu da branitelji čekaju sastanak s premijerom milanovićem 222 dana rekao je klemm za hrt ali nije želio otkriti o čemu će u ponedjeljak razgovarati s milanovićem,0
851,to ni sam premijer još ne zna rekao je klemm te dodao kako očekuje da će susret biti javan,1
853,samo sat vremena nakon što je premijer odredio termin sastanka mi smo se maknuli s markovog trga i vratili se u savsku kaže klemm,0
854,u razgovoru za novu tv klemm se osvrnuo zbivanja u četvrtak navečer na markovom trgu,1
855,tko je mogao dozvoliti da hrvatske branitelje u crkvi napadne hrvatske policija zapitao se klemm te dodao da branitelji neće odustati od borbe za državu,1
856,nakon odlaska šatoraša policija se počela povlačiti iz gornjeg grada,1
857,promet u centru zagreba je normaliziran,0
858,kolona je stigla do savske,0
859,dio se šatoraša stao pored šatora a dio okupirao kafiće u blizini,1
860,čekat će ponedjeljaki sastanak s premijerom,0
861,policija je zatvorila dio savske,0
862,prilikom spuštanja s markovog trga šatoraši su naišlina djevojku koja im je kazala da su bez mozga,1
863,oni su uzvratili vrijeđanjem a jedan od njih je došao do nje i želio je udariti no srećom čim je digao ruku policija je uskočila i spriječila ga 1750 šatoraši uz pjesmu odlaze s gornjeg grada,0
864,idemo u savsku,0
868,klemm je opet ušao u crkvu ali pustio je vani invalide s razvučenom zastavom,0
869,klemm je sve iz crkve pozvao da stanu ispred crkve uskoro stiže konačna odluka1656 klemm je išao smiriti na kamenitim vratima gdje bi opet moglo doći do gužve nemojte upropastiti ovu priliku smirite se skoro sve smo dogovorili,1
870,klemm je novinarima samo kratko rekao 70 posto svega je dogovoreno,0
871,klemm je okupio šatoraše koji se nalaze s druge strane barikada,0
872,predsjednik hdza tomislav karamarko na pressici u sjedištu stranke rekao je da mu je žao što se nismo radi nečeg drugog našli jer su oni dobili svoj gospodarski program oporavka,0
873,moramo se bavit premijerom i njegovom presicom,0
874,mogli smo monstruozne optužbe čuti od njega vezano za prosvjede koji traju oko osam mjeseci,1
875,mogao je razgovarati rekao je karamarko,0
876,klemm je otišao na drugu rundu pregovora,1
877,klemm se vratio u crkvu vrata su se zatvorila sada će se dogovoriti što dalje i onda objaviti medijima,1
878,klemm je napustio markov trg policija je zabranila da novinari idu za njim otišao je s nekim razgovarati policija je blokirala područje pregovora,0
879,u 16 sati šatoraši najavili pressicu,0
880,obavještavamo vas da će predsjednik hdza gospodin tomislav karamarko održati konferenciju za novinare danas 29 svibnja 2015 u 1630 sati u središnjici hrvatske demokratske zajednice javili su iz hdza,0
881,još tri invalida napustila su crkvu,0
884,kad se maknu oni i mi ćemo se maknuti,0
885,nismo ovdje da rušimo institucije nadodao je i još kako će se vjerojatno danassutra maknuti uz uvjet da policija ode,1
888,jukić hrtu kaže da nemaju gdje pišati,0
889,opet je došlo do gužve na barikadi na kamenitim vratima,1
890,ali sada je tamo jako puno policije i šatoraši ne mogu proći kordon,0
892,no ovdje nema sanse za proboj koliko ima policije,0
894,predsjednik vlade republike hrvatske zoran milanović održat će danas 29 svibnja 2015 u 1400 sati konferenciju za novinare u banskim dvorima,0
895,glogoški je izašao iz crkve poziva policiju da otkaže poslušnost nemojte da majke plaču za svojim sinovima kao devedesetih,0
896,njegova žena klekla je,0
897,jako sam tužan gledao sam direktan prijenos te žalosne epizode nije dobro,1
900,mesić je u razgovoru za hrt kazao da je to pokušaj državnog udara,1
901,do daljnjeg je u potpunosti obustavljen promet motornih vozila preko gornjeg grada od raskrižja mesničkastreljačka do ilirskog trga,0
902,obilazni pravci su tuškanac cmrok jurjevska mlinarska gupčeva zvijezda na sjevernoj strani odnosno gundulićeva ilica britanski trg na južnoj strani,1
903,u široj zoni se promet odvija bez posebnih zastoja izvijestili su iz policije,1
904,na barikadu u ćirilometodskukoja je opet uspostavljena stigla je hitna pomoć,0
905,nemojte nam vi novinari sve unišiti skoro je sve gotovo rekao je klemm po povratku s kamenitih vrata i zamolio novinare da se maknu,0
908,odmah na početku zajedničkog obraćanja premijer plenković objavio je da je postignut dogovor i da se štrajk prekida što znači da sutra počinje nastava u školama,0
910,od 1 prosinca tako se koeficijent povećava za tri posto,0
911,drugo povećanje od 1 posto je 3 lipnja,0
912,još dva posto će biti isplaćeno 1 siječnja 2021 godine,0
913,dok će učitelji nastavnici i profesori ali i tajnici i računovođe dobiti traženi iznos kroz koeficijente nenastavno osoblje će isti iznos dobiti kroz dodatke rečeno je na zajedničkoj konferenciji za medije,0
915,kroz uredbe o koeficijentima ćemo riješiti pitanje tajnika računovođa ali i ravnatelja njih se zaboravlja rekao je plenković,1
916,štrajk će biti plaćen a nadoknade nastave neće biti dodatno plaćene pojasnili su plenković i sindikati,0
917,predstavnika sindikata preporod željka stipića koji se s ostalim sindikatima sukobio oko toga treba li ovu vladinu ponudu dati na izjašnjavanje članstvu nije bilo za govornicom u vladinoj dvorani,0
918,on je najavio da će njegov sindikat glasati o ponudi,0
919,ovaj kompromis je za dobrobit djece roditelja i normalnog funkcioniranja države zaključio je plenković konferenciju za medije u vladi na kojoj je objavljen dogovor i prekid štrajka,0
920,štrajk će biti plaćen a nadoknade nastave neće biti dodatno plaćene pojasnili su plenković i sindikati,0
921,vilim ribić mi je danas rekao da ja ipak dosta toga razumijem,0
922,je li tako vilime,0
923,to je dobro rekao je plenković,0
924,ovo je vlada koja povećava plaće svima i privatnom sektoru,0
925,povećala se minimalna plaća,0
928,mi smo postigli naš cilj zacrtanu visinu koeficijenata,1
929,u ovom trenutku smo se složili da se ovakvo rješenje može donijeti danas samo ovakvo,1
930,nenastavno osoblje će dobiti iste iznose kroz dodatke,0
931,svi su jednako vrijedni odgovorio je mihalinec na pitanje znači li to što nenastavno osoblje nije dobilo povećanje da oni nemaju dostojanstvo,1
932,ova vlada je najprije prijatelj poreznih obveznika rekao je plenković,1
934,sindikati su prvo tražili povećanje koeficijenata za 611 % od 1 rujna ove godine odgovorio je plenković na novinarsko pitanje zašto se ranije nije dalo sindikatima ono što su tražili,0
935,mogu najaviti u ime svih kolega da je od sutra štrajk zaustavljen,1
936,sutra se svi vraćaju na radna mjesta i nastavljaju raditi,0
937,imamo puno povjerenje u vladu i premijera da će u četvrtak izmijeniti uredbu,1
938,zahvaljujemo svima koji su nam davali podršku i svim našim članovima koji su sudjelovali u našoj akciji rekao je mihalinec,1
939,predsjednik nezavisnog sindikata zaposlenih u srednjim školama branimir mihalinec rekao je da je napokon došlo do usuglašavanja,0
940,kazao je da će nenastavno osoblje dobiti iste iznose samo kroz dodatke,0
941,plenković je najavio i da će se riješiti pitanje anonimnih prijava koje uznemiravaju učitelje,1
942,nekoliko puta je plenković rekao da je današnji dogovor kompromis,0
943,za nenastavno osoblje ćemo potpisati dodatke granskom kolektivnom ugovoru koji će vrijediti do prosinca 2022 godine,0
944,kroz uredbe o koeficijentima ćemo riješiti pitanje tajnika računovođa ali i ravnatelja njih se zaboravlja rekao je plenković,1
945,od 1 prosinca se koeficijent povećava za tri posto,0
947,još dva posto će biti isplaćeno 1 siječnja 2021 godine,0
948,postignut je dogovor i štrajk se prekida objavio je plenković,0
950,novinari su pozvani u dvoranu vlade čini se da je sastanak već gotov,0
951,izjava je zakazana za 1615 sati,0
952,sastanak je trebao početi u 1430 sati no u to su vrijeme pa i malo nakon toga sudionici sastanka još ulazili u zgradu vlade,0
953,još uvijek nema nikakvih informacija o tome je li počeo sastanak sindikata i vlade na čelu s premijerom plenkovićem,1
954,podsjetimo jučer je sastanak počeo tek nakon što su sindikati i vlada satima sjedili u odvojenim prostorijama,0
956,ja se nadam brzom rješenju izjavio je kusić novinarima ispred banskih dvora,1
957,rekao je i kako se nada da će sutra početi nastava u školama iako ne zna je li to tehnički moguće,0
958,ministrica obrazovanja blaženka divjak izjavila je da su se po svemu sudeći učitelji izborili za povećanje koeficijenata izrazivši očekivanje da će od utorka nastava redovno krenuti,1
959,po svemu sudeći i prema svim najavama ono što možemo zaključiti u ovom trenutku je da su se učitelji izborili za povećanje koeficijenata rekla je ministrica divjak na markovu trgu prije nove runde pregovora između vlade i sindikata koji trebaju početi u 1430,1
960,očekujem da sutra učenici budu u razredu kazala je ministrica,0
961,na sastanak je stigao i vilim ribić,0
962,stigao je i željko stipić iz sindikata preporod jedinog sindikata koji će pitati svoje članove što misle o ponudi,0
965,to nije pitanje slaganja ili neslaganja nego unutarnjih pravila sindikata rekao je vilim ribić,1
966,sindikati su ušli na sastanak,1
967,sindikati su došli u vladu,1
968,kažu da su oni ovlašteni donijeti odluku i da neće biti izjašnjavanja,0
969,sindikalna tijela donose odluke i o tome ćemo izvijestiti premijera izjavio je mihalinec uoči sastanka predstavnika prosvjetnih sindikata i vlade,1
970,u medijima se nagađa da je vlada ponudila sindikatima rast koeficijenata sljedećom dinamikom tri posto od 1 prosinca dodatnih jedan posto u 2020 te dva posto u 2021 godini no mihalinec je to odbio potvrditi,1
971,hoće li sutra biti nastave u školama znat ćemo nakon razgovora rekla je sanja šprem predsjednica sindikata hrvatskih učitelja,0
