id,tokens,label,pos
1527,"[""zbog"",""tog"",""poteza"",""predsjednika"",""pokret"",""pet"",""zvijezda"",""je"",""najavio"",""da"",""će"",""pokrenuti"",""smjenu"",""šefa"",""države"",""dok"",""je"",""matteo"",""salvini"",""lider"",""antimigrantske"",""lige"",""rekao"",""da"",""se"",""radi"",""o"",""konspirativnom"",""potezu"",""zbog"",""kojeg"",""se"",""moraju"",""sazvati"",""izbori""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1]","[""ADP"",""DET"",""NOUN"",""NOUN"",""NOUN"",""NUM"",""NOUN"",""AUX"",""VERB"",""PART"",""AUX"",""VERB"",""NOUN"",""NOUN"",""NOUN"",""SCONJ"",""AUX"",""NOUN"",""NOUN"",""NOUN"",""ADJ"",""NOUN"",""VERB"",""PART"",""PRON"",""VERB"",""ADP"",""ADJ"",""NOUN"",""ADP"",""DET"",""PRON"",""VERB"",""VERB"",""NOUN""]"
1528,"[""predsjednik"",""italije"",""ima"",""ustavno"",""pravo"",""imenovanja"",""premijera"",""i"",""ministara"",""s"",""tim"",""da"",""ministre"",""imenuje"",""na"",""prijedlog"",""premijera"",""a"",""prvi"",""čovjek"",""države"",""jednako"",""tako"",""može"",""staviti"",""veto"",""na"",""sastav"",""vlade"",""ali"",""to"",""pravo"",""je"",""do"",""sada"",""iskorišteno"",""tri"",""puta"",""i"",""to"",""većinom"",""iz"",""pravnih"",""razloga""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""NOUN"",""NOUN"",""VERB"",""ADJ"",""NOUN"",""NOUN"",""NOUN"",""CCONJ"",""NOUN"",""ADP"",""DET"",""PART"",""NOUN"",""VERB"",""ADP"",""NOUN"",""NOUN"",""CCONJ"",""ADJ"",""NOUN"",""NOUN"",""ADV"",""ADV"",""VERB"",""VERB"",""NOUN"",""ADP"",""NOUN"",""NOUN"",""CCONJ"",""DET"",""NOUN"",""AUX"",""ADP"",""ADV"",""ADJ"",""NUM"",""ADV"",""CCONJ"",""DET"",""ADV"",""ADP"",""ADJ"",""NOUN""]"
1529,"[""bili"",""smo"",""tek"",""nekoliko"",""koraka"",""do"",""formiranja"",""vlade"",""i"",""zaustavljeni"",""smo"",""jer"",""u"",""našem"",""kabinetu"",""imamo"",""ministra"",""koji"",""je"",""kritičan"",""prema"",""euu""]","[0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0]","[""AUX"",""AUX"",""PART"",""ADV"",""NOUN"",""ADP"",""NOUN"",""NOUN"",""CCONJ"",""ADJ"",""AUX"",""SCONJ"",""ADP"",""DET"",""NOUN"",""VERB"",""NOUN"",""DET"",""AUX"",""ADJ"",""ADP"",""NOUN""]"
1533,"[""ako"",""ne"",""dobijem"",""povjerenje"",""vlada"",""će"",""ostavku"",""dati"",""odmah"",""i"",""obavljati"",""tehničke"",""poslova"",""do"",""izbora"",""u"",""jesen""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""SCONJ"",""PART"",""VERB"",""NOUN"",""NOUN"",""AUX"",""NOUN"",""VERB"",""ADV"",""CCONJ"",""VERB"",""ADJ"",""NOUN"",""ADP"",""NOUN"",""ADP"",""NOUN""]"
1535,"[""no"",""cottarelli"",""u"",""parlamentu"",""mora"",""dobiti"",""podršku"",""u"",""kojem"",""većinu"",""imaju"",""pet"",""zvijezda"",""liga"",""i"",""forza"",""italija"",""bivšeg"",""premijera"",""silvija"",""berlusconija"",""a"",""to"",""se"",""gotovo"",""sigurno"",""neće"",""dogoditi"",""pa"",""italiju"",""čekaju"",""novi"",""izbori"",""vjerojatno"",""već"",""u"",""rujnu"",""ove"",""godine""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""CCONJ"",""NOUN"",""ADP"",""NOUN"",""VERB"",""VERB"",""NOUN"",""ADP"",""DET"",""NOUN"",""VERB"",""NUM"",""NOUN"",""NOUN"",""CCONJ"",""NOUN"",""NOUN"",""ADJ"",""NOUN"",""NOUN"",""NOUN"",""CCONJ"",""DET"",""PRON"",""ADV"",""ADV"",""AUX"",""VERB"",""CCONJ"",""NOUN"",""VERB"",""ADJ"",""NOUN"",""ADV"",""ADV"",""ADP"",""NOUN"",""DET"",""NOUN""]"
1536,"[""zbog"",""destabiliziranja"",""političke"",""situacije"",""u"",""italiji"",""prinos"",""na"",""desetogodišnje"",""državne"",""obveznice"",""je"",""narastao"",""sa"",""242"",""na"",""266"",""posto""]","[0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0]","[""ADP"",""NOUN"",""ADJ"",""NOUN"",""ADP"",""NOUN"",""NOUN"",""ADP"",""ADJ"",""ADJ"",""NOUN"",""AUX"",""VERB"",""ADP"",""NUM"",""ADP"",""NUM"",""ADV""]"
1537,"[""talijanski"",""dug"",""je"",""bio"",""najskuplji"",""1992"",""kada"",""je"",""prinos"",""bio"",""na"",""razini"",""1420"",""posto"",""a"",""u"",""novije"",""doba"",""je"",""najveći"",""nivo"",""prinosa"",""zabilježen"",""u"",""krizi"",""u"",""veljači"",""2012"",""kada"",""je"",""iznosio"",""712"",""posto""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]","[""ADJ"",""NOUN"",""AUX"",""AUX"",""ADJ"",""NUM"",""ADV"",""AUX"",""NOUN"",""AUX"",""ADP"",""NOUN"",""NUM"",""ADV"",""CCONJ"",""ADP"",""ADV"",""NOUN"",""AUX"",""ADJ"",""NOUN"",""NOUN"",""ADJ"",""ADP"",""NOUN"",""ADP"",""NOUN"",""NUM"",""ADV"",""AUX"",""VERB"",""NUM"",""ADV""]"
1538,"[""još"",""otkad"",""je"",""prvi"",""put"",""hrvatskim"",""ušima"",""zaparalo"",""izborno"",""samopoticajno"",""ured"",""predsjednice"",""republike"",""koje"",""je"",""u"",""kampanji"",""davno"",""prije"",""inauguracije"",""inaugurirala"",""hrvatska"",""predsjednica"",""gđa"",""kolinda"",""grabar"",""kitarović"",""moglo"",""se"",""pretpostaviti"",""da"",""će"",""se"",""nakon"",""toga"",""razviti"",""živa"",""rasprava"",""na"",""temu"",""mocijskih"",""parnjaka"",""obnašateljaobnašateljica"",""raznih"",""pa"",""i"",""predsjedničke"",""dužnosti"",""te"",""svih"",""onih"",""kosih"",""crta"",""predsjednikpredsjednica"",""a"",""da"",""ne"",""govorim"",""o"",""onome"",""biobila"",""ganju"",""mujoj"",""njegovnjezin""]","[0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""ADV"",""ADV"",""AUX"",""ADJ"",""NOUN"",""ADJ"",""NOUN"",""VERB"",""ADJ"",""ADV"",""NOUN"",""NOUN"",""NOUN"",""DET"",""AUX"",""ADP"",""NOUN"",""ADV"",""ADV"",""NOUN"",""VERB"",""ADJ"",""NOUN"",""NOUN"",""NOUN"",""NOUN"",""NOUN"",""VERB"",""PRON"",""VERB"",""PART"",""AUX"",""PRON"",""ADV"",""DET"",""VERB"",""ADJ"",""NOUN"",""ADP"",""NOUN"",""ADJ"",""NOUN"",""NOUN"",""ADJ"",""CCONJ"",""CCONJ"",""ADJ"",""NOUN"",""PRON"",""ADJ"",""DET"",""ADJ"",""NOUN"",""NOUN"",""CCONJ"",""PART"",""PART"",""VERB"",""ADP"",""DET"",""NOUN"",""NOUN"",""NOUN"",""ADJ""]"
1540,"[""a"",""kada"",""je"",""došao"",""onaj"",""svečani"",""dan"",""15"",""veljače"",""predsjednica"",""ustavnoga"",""suda"",""rh"",""gđa"",""jasna"",""omejec"",""parafrazirala"",""je"",""43"",""članak"",""zakona"",""o"",""ravnopravnosti"",""spolova"",""riječi"",""i"",""pojmovni"",""sklopovi"",""koji"",""imaju"",""rodno"",""značenje"",""bez"",""obzira"",""jesu"",""li"",""u"",""zakonima"",""ili"",""drugim"",""propisima"",""korišteni"",""u"",""muškom"",""ili"",""ženskom"",""rodu"",""odnose"",""se"",""na"",""jednak"",""način"",""na"",""muški"",""i"",""ženski"",""rod"",""a"",""gđa"",""grabar"",""kitarović"",""za"",""njom"",""je"",""ponavljala"",""riječi"",""iz"",""čl49"",""zakona"",""o"",""izboru"",""predsjednika"",""republike"",""hrvatske"",""prisežem"",""svojom"",""čašću"",""da"",""ću"",""dužnost"",""predsjednika"",""republike"",""hrvatske"",""obavljati"",""savjesno"",""i"",""odgovorno"",""na"",""dobrobit"",""hrvatskog"",""naroda"",""i"",""svih"",""hrvatskih"",""državljana""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""CCONJ"",""ADV"",""AUX"",""VERB"",""DET"",""ADJ"",""NOUN"",""NUM"",""NOUN"",""NOUN"",""ADJ"",""NOUN"",""PROPN"",""NOUN"",""ADJ"",""NOUN"",""VERB"",""AUX"",""NUM"",""NOUN"",""NOUN"",""ADP"",""NOUN"",""NOUN"",""NOUN"",""CCONJ"",""ADJ"",""NOUN"",""DET"",""VERB"",""ADV"",""NOUN"",""ADP"",""NOUN"",""AUX"",""PART"",""ADP"",""NOUN"",""CCONJ"",""ADJ"",""NOUN"",""ADJ"",""ADP"",""ADJ"",""CCONJ"",""ADJ"",""NOUN"",""NOUN"",""PRON"",""ADP"",""ADJ"",""NOUN"",""ADP"",""ADJ"",""CCONJ"",""ADJ"",""NOUN"",""CCONJ"",""NOUN"",""NOUN"",""NOUN"",""ADP"",""PRON"",""AUX"",""VERB"",""NOUN"",""ADP"",""NUM"",""NOUN"",""ADP"",""NOUN"",""NOUN"",""NOUN"",""ADJ"",""VERB"",""DET"",""NOUN"",""PART"",""AUX"",""NOUN"",""NOUN"",""NOUN"",""ADJ"",""VERB"",""ADV"",""CCONJ"",""ADV"",""ADP"",""NOUN"",""ADJ"",""NOUN"",""CCONJ"",""ADJ"",""ADJ"",""NOUN""]"
1541,"[""kao"",""hrvatski"",""državni"",""poglavar"",""držat"",""ću"",""se"",""ustava"",""i"",""zakona"",""brinuti"",""se"",""za"",""poštovanje"",""ustavnopravnog"",""poretka"",""republike"",""hrvatske"",""bdjeti"",""nad"",""urednim"",""i"",""pravednim"",""djelovanjem"",""svih"",""tijela"",""državne"",""vlasti"",""čuvati"",""nezavisnost"",""opstojnost"",""i"",""jedinstvenost"",""države"",""hrvatske""]","[0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""SCONJ"",""ADJ"",""ADJ"",""NOUN"",""VERB"",""AUX"",""PRON"",""NOUN"",""CCONJ"",""NOUN"",""VERB"",""PRON"",""ADP"",""NOUN"",""ADJ"",""NOUN"",""NOUN"",""ADJ"",""VERB"",""ADP"",""ADJ"",""CCONJ"",""ADJ"",""NOUN"",""ADJ"",""NOUN"",""ADJ"",""NOUN"",""VERB"",""NOUN"",""NOUN"",""CCONJ"",""NOUN"",""NOUN"",""ADJ""]"
1542,"[""tako"",""mi"",""bog"",""pomogao""]","[0,0,0,1]","[""ADV"",""PRON"",""NOUN"",""VERB""]"
1543,"[""nakon"",""inauguracije"",""pojavili"",""su"",""se"",""i"",""neki"",""tv"",""prilozi"",""o"",""seksizmu"",""u"",""predsjedničkoj"",""prisezi"",""a"",""u"",""jednome"",""od"",""njih"",""uspio"",""sam"",""reći"",""da"",""tu"",""nije"",""riječ"",""o"",""seksizmu"",""ali"",""drugi"",""dio"",""rečenice"",""da"",""je"",""tu"",""riječ"",""o"",""neznanju"",""nije"",""stao"",""u"",""tv"",""prilog""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""ADV"",""NOUN"",""VERB"",""AUX"",""PRON"",""CCONJ"",""DET"",""NOUN"",""NOUN"",""ADP"",""NOUN"",""ADP"",""ADJ"",""NOUN"",""CCONJ"",""ADP"",""ADJ"",""ADP"",""PRON"",""VERB"",""ADJ"",""VERB"",""PART"",""ADV"",""AUX"",""NOUN"",""ADP"",""NOUN"",""CCONJ"",""ADJ"",""NOUN"",""NOUN"",""PART"",""AUX"",""ADV"",""NOUN"",""ADP"",""NOUN"",""AUX"",""VERB"",""ADP"",""NOUN"",""NOUN""]"
1544,"[""usput"",""tu"",""su"",""rečenicu"",""nezgrapno"",""povezali"",""uz"",""priču"",""o"",""prikazivanju"",""predsjednice"",""u"",""kupaćem"",""kostimu"",""što"",""jest"",""seksizam"",""a"",""ono"",""iz"",""prisege"",""nije""]","[0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""ADV"",""ADV"",""AUX"",""NOUN"",""ADV"",""VERB"",""ADP"",""NOUN"",""ADP"",""NOUN"",""NOUN"",""ADP"",""ADJ"",""NOUN"",""PRON"",""AUX"",""NOUN"",""CCONJ"",""PRON"",""ADP"",""NOUN"",""AUX""]"
1545,"[""u"",""medijima"",""su"",""se"",""o"",""toj"",""temi"",""izjasnile"",""i"",""ženske"",""udruge"",""te"",""brojne"",""aktivistice"",""za"",""zaštitu"",""prava"",""žena"",""ali"",""nijedan"",""jezikoslovac"",""nije"",""bio"",""uključen"",""u"",""raspravu""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""ADP"",""NOUN"",""AUX"",""PRON"",""ADP"",""DET"",""NOUN"",""VERB"",""CCONJ"",""ADJ"",""NOUN"",""PRON"",""ADJ"",""NOUN"",""ADP"",""NOUN"",""NOUN"",""NOUN"",""CCONJ"",""ADJ"",""NOUN"",""AUX"",""AUX"",""ADJ"",""ADP"",""NOUN""]"
1546,"[""a"",""riječ"",""je"",""zapravo"",""o"",""jeziku"",""i"",""problematičnim"",""jezičnim"",""situacijama"",""o"",""čijim"",""bi"",""razrješenjima"",""ipak"",""trebali"",""progovoriti"",""jezikoslovci"",""odnosno"",""jezikoslovke""]","[0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0]","[""CCONJ"",""NOUN"",""AUX"",""ADV"",""ADP"",""NOUN"",""CCONJ"",""ADJ"",""ADJ"",""NOUN"",""ADP"",""DET"",""AUX"",""NOUN"",""ADV"",""VERB"",""VERB"",""NOUN"",""ADV"",""NOUN""]"
1547,"[""priča"",""o"",""hrvatskome"",""kao"",""jeziku"",""seksizma"",""relativno"",""nedavno"",""poprimila"",""je"",""čak"",""i"",""međunarodne"",""razmjere"",""pa"",""je"",""tako"",""prije"",""nekoliko"",""dana"",""objavljeno"",""da"",""je"",""predsjednica"",""republike"",""čak"",""na"",""jednome"",""skupu"",""u"",""americi"",""kao"",""primjer"",""spolne"",""neravnopravnosti"",""navela"",""vlastiti"",""slučaj"",""čitanja"",""teksta"",""prisege"",""u"",""muškome"",""rodu"",""iako"",""hrvatski"",""jezik"",""ima"",""mogućnost"",""razlikovanja"",""roda"",""koliko"",""su"",""je"",""mogli"",""razumjeti"",""dok"",""je"",""govorila"",""na"",""engleskome"",""druga"",""je"",""stvar"",""jer"",""u"",""engleskome"",""riječi"",""president"",""samo"",""dodaju"",""ispred"",""mr"",""ili"",""mrs"",""a"",""o"",""drugim"",""spolnoravnopravnim"",""finesama"",""da"",""i"",""ne"",""govorimo"",""a"",""kojih"",""usporedimo"",""li"",""ih"",""s"",""hrvatskim"",""jezikom"",""nema"",""ni"",""u"",""tragovima""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1]","[""NOUN"",""ADP"",""ADJ"",""SCONJ"",""NOUN"",""NOUN"",""ADV"",""ADV"",""VERB"",""AUX"",""PART"",""CCONJ"",""ADJ"",""NOUN"",""CCONJ"",""AUX"",""ADV"",""ADV"",""ADV"",""NOUN"",""ADJ"",""PART"",""AUX"",""NOUN"",""NOUN"",""PART"",""ADP"",""ADJ"",""NOUN"",""ADP"",""NOUN"",""SCONJ"",""NOUN"",""ADJ"",""NOUN"",""VERB"",""ADJ"",""NOUN"",""NOUN"",""NOUN"",""NOUN"",""ADP"",""ADJ"",""NOUN"",""SCONJ"",""ADJ"",""NOUN"",""VERB"",""NOUN"",""NOUN"",""NOUN"",""ADV"",""AUX"",""AUX"",""VERB"",""VERB"",""SCONJ"",""AUX"",""VERB"",""ADP"",""ADJ"",""ADJ"",""AUX"",""NOUN"",""SCONJ"",""ADP"",""ADJ"",""NOUN"",""X"",""ADV"",""VERB"",""ADP"",""X"",""CCONJ"",""X"",""CCONJ"",""ADP"",""ADJ"",""ADJ"",""NOUN"",""PART"",""CCONJ"",""PART"",""VERB"",""CCONJ"",""DET"",""VERB"",""PART"",""PRON"",""ADP"",""ADJ"",""NOUN"",""VERB"",""PART"",""ADP"",""NOUN""]"
1548,"[""naposljetku"",""se"",""po"",""medijima"",""potegnulo"",""pitanje"",""promjene"",""samoga"",""teksta"",""prisege"",""a"",""i"",""upitno"",""je"",""postalo"",""što"",""činiti"",""sa"",""svim"",""hrvatskim"",""zakonima"",""pravnim"",""aktima"",""i"",""propisima"",""koji"",""su"",""pisani"",""na"",""isti"",""način"",""u"",""muškome"",""rodu""]","[0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""ADV"",""PRON"",""ADP"",""NOUN"",""VERB"",""NOUN"",""NOUN"",""ADJ"",""NOUN"",""NOUN"",""CCONJ"",""CCONJ"",""ADJ"",""AUX"",""VERB"",""PRON"",""VERB"",""ADP"",""ADJ"",""ADJ"",""NOUN"",""ADJ"",""NOUN"",""CCONJ"",""NOUN"",""DET"",""AUX"",""ADJ"",""ADP"",""ADJ"",""NOUN"",""ADP"",""ADJ"",""NOUN""]"
1549,"[""vraćam"",""se"",""na"",""tekst"",""prisege"",""i"",""pitam"",""se"",""što"",""bi"",""se"",""dogodilo"",""da"",""je"",""gđa"",""predsjednica"",""na"",""inauguraciji"",""tekst"",""prilagodila"",""sebi"",""kao"",""ženi"",""te"",""izgovorila"",""dužnost"",""predsjednice"",""republike"",""i"",""kao"",""vrhovna"",""državna"",""poglavarica"",""odnosno"",""koliko"",""je"",""tekst"",""prisege"",""strogo"",""zadana"",""forma"",""koja"",""se"",""ničim"",""ne"",""smije"",""narušiti"",""te"",""događa"",""li"",""se"",""išta"",""bitno"",""ako"",""se"",""tekst"",""u"",""usmenoj"",""formi"",""prilagodi"",""spolu"",""osobe"",""koja"",""govori""]","[1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""VERB"",""PRON"",""ADP"",""NOUN"",""NOUN"",""CCONJ"",""VERB"",""PRON"",""PRON"",""AUX"",""PRON"",""VERB"",""PART"",""AUX"",""NOUN"",""NOUN"",""ADP"",""NOUN"",""NOUN"",""VERB"",""PRON"",""SCONJ"",""NOUN"",""PRON"",""VERB"",""NOUN"",""NOUN"",""NOUN"",""CCONJ"",""SCONJ"",""ADJ"",""ADJ"",""NOUN"",""ADV"",""ADV"",""AUX"",""NOUN"",""NOUN"",""ADV"",""ADJ"",""NOUN"",""DET"",""PRON"",""PRON"",""PART"",""VERB"",""VERB"",""PRON"",""VERB"",""PART"",""PRON"",""PRON"",""ADJ"",""SCONJ"",""PRON"",""NOUN"",""ADP"",""ADJ"",""NOUN"",""VERB"",""NOUN"",""NOUN"",""DET"",""VERB""]"
1550,"[""mislim"",""da"",""se"",""pretjeruje"",""kada"",""se"",""tekstu"",""zakona"",""pridaju"",""gotovo"",""mitska"",""ili"",""magijska"",""svojstva"",""jer"",""se"",""značenje"",""smisao"",""i"",""sadržaj"",""bilo"",""kojeg"",""zakona"",""pa"",""i"",""predsjedničke"",""prisege"",""neće"",""promijeniti"",""ako"",""se"",""tekst"",""prilagodi"",""spolu"",""konkretne"",""osobe""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""VERB"",""PART"",""PRON"",""VERB"",""ADV"",""PRON"",""NOUN"",""NOUN"",""VERB"",""ADV"",""ADJ"",""CCONJ"",""ADJ"",""NOUN"",""SCONJ"",""PRON"",""NOUN"",""NOUN"",""CCONJ"",""NOUN"",""AUX"",""DET"",""NOUN"",""CCONJ"",""CCONJ"",""ADJ"",""NOUN"",""AUX"",""VERB"",""SCONJ"",""PRON"",""NOUN"",""VERB"",""NOUN"",""ADJ"",""NOUN""]"
1552,"[""a"",""da"",""je"",""predsjednica"",""ustavnoga"",""suda"",""pročitala"",""dužnost"",""predsjednice"",""republike"",""i"",""kao"",""vrhovna"",""državna"",""poglavarica"",""ništa"",""se"",""posebno"",""ne"",""bi"",""dogodilo"",""osim"",""što"",""bi"",""to"",""s"",""jezikoslovnoga"",""gledišta"",""bilo"",""samo"",""djelomično"",""ispravno"",""jer"",""je"",""u"",""prvome"",""slučaju"",""riječ"",""o"",""obnašanju"",""dužnosti"",""predsjednika"",""republike"",""što"",""je"",""spolno"",""neutralno"",""i"",""govori"",""o"",""funkciji"",""odnosno"",""dužnosti"",""pa"",""tu"",""treba"",""ostati"",""muški"",""rod"",""a"",""u"",""drugome"",""slučaju"",""riječ"",""je"",""o"",""konkretnoj"",""realizaciji"",""odnosno"",""konkretnoj"",""osobi"",""koja"",""će"",""tu"",""dužnost"",""obavljati"",""vrhovnoj"",""državnoj"",""poglavarici"",""pa"",""je"",""to"",""tako"",""trebalo"",""i"",""pročitati"",""dakle"",""u"",""ženskome"",""rodu"",""premda"",""bi"",""se"",""i"",""tu"",""moglo"",""govoriti"",""o"",""funkciji"",""odnosno"",""dužnosti"",""vrhovnoga"",""državnog"",""poglavara""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""CCONJ"",""PART"",""AUX"",""NOUN"",""ADJ"",""NOUN"",""VERB"",""NOUN"",""NOUN"",""NOUN"",""CCONJ"",""SCONJ"",""ADJ"",""ADJ"",""NOUN"",""PRON"",""PRON"",""ADV"",""PART"",""AUX"",""VERB"",""ADV"",""PRON"",""AUX"",""DET"",""ADP"",""ADJ"",""NOUN"",""AUX"",""ADV"",""ADV"",""ADV"",""SCONJ"",""AUX"",""ADP"",""ADJ"",""NOUN"",""NOUN"",""ADP"",""NOUN"",""NOUN"",""NOUN"",""NOUN"",""PRON"",""AUX"",""ADV"",""ADV"",""CCONJ"",""VERB"",""ADP"",""NOUN"",""ADV"",""NOUN"",""CCONJ"",""ADV"",""VERB"",""VERB"",""ADJ"",""NOUN"",""CCONJ"",""ADP"",""ADJ"",""NOUN"",""NOUN"",""AUX"",""ADP"",""ADJ"",""NOUN"",""ADV"",""ADJ"",""NOUN"",""DET"",""AUX"",""ADV"",""NOUN"",""VERB"",""ADJ"",""ADJ"",""NOUN"",""CCONJ"",""AUX"",""DET"",""ADV"",""VERB"",""CCONJ"",""VERB"",""CCONJ"",""ADP"",""ADJ"",""NOUN"",""SCONJ"",""AUX"",""PRON"",""CCONJ"",""ADV"",""VERB"",""VERB"",""ADP"",""NOUN"",""ADV"",""NOUN"",""ADJ"",""ADJ"",""NOUN""]"
1553,"[""dakle"",""da"",""pojasnimo"",""u"",""hrvatskome"",""jeziku"",""i"",""ne"",""samo"",""u"",""hrvatskome"",""muški"",""rod"",""funkcionira"",""kao"",""spolno"",""neutralan"",""odnosno"",""pokriva"",""oba"",""roda"",""i"",""muški"",""i"",""ženski"",""dok"",""ženski"",""rod"",""pokriva"",""samo"",""ženski"",""ali"",""ne"",""i"",""muški"",""rod""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0]","[""CCONJ"",""PART"",""VERB"",""ADP"",""ADJ"",""NOUN"",""CCONJ"",""PART"",""ADV"",""ADP"",""ADJ"",""ADJ"",""NOUN"",""VERB"",""SCONJ"",""ADV"",""ADJ"",""ADV"",""VERB"",""NUM"",""NOUN"",""CCONJ"",""ADJ"",""CCONJ"",""ADJ"",""SCONJ"",""ADJ"",""NOUN"",""VERB"",""ADV"",""ADJ"",""CCONJ"",""PART"",""CCONJ"",""ADJ"",""NOUN""]"
1556,"[""želimo"",""li"",""objasniti"",""primjerice"",""strukturu"",""većine"",""svjetskih"",""vlada"",""reći"",""ćemo"",""da"",""vladu"",""vodi"",""premijer"",""čine"",""je"",""ministri"",""koji"",""imaju"",""pomoćnike"",""i"",""savjetnike"",""članove"",""operativnih"",""skupina"",""itd""]","[0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""VERB"",""PART"",""VERB"",""ADV"",""NOUN"",""NOUN"",""ADJ"",""NOUN"",""VERB"",""AUX"",""PART"",""NOUN"",""VERB"",""NOUN"",""VERB"",""AUX"",""NOUN"",""DET"",""VERB"",""NOUN"",""CCONJ"",""NOUN"",""NOUN"",""ADJ"",""NOUN"",""INTJ""]"
1557,"[""to"",""je"",""onako"",""kako"",""se"",""to"",""navodi"",""u"",""enciklopedijskim"",""natuknicama"",""ili"",""udžbenicima""]","[0,0,0,0,0,0,0,0,0,0,0,0]","[""DET"",""AUX"",""ADV"",""ADV"",""PRON"",""DET"",""VERB"",""ADP"",""ADJ"",""NOUN"",""CCONJ"",""NOUN""]"
1558,"[""a"",""to"",""što"",""smo"",""sve"",""te"",""dužnosti"",""naveli"",""u"",""muškome"",""rodu"",""malokomu"",""će"",""zasmetati"",""ne"",""obraća"",""li"",""pozornost"",""na"",""to"",""jer"",""je"",""hrvatski"",""jezik"",""takav""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""CCONJ"",""DET"",""PRON"",""AUX"",""ADJ"",""PRON"",""NOUN"",""VERB"",""ADP"",""ADJ"",""NOUN"",""NOUN"",""AUX"",""VERB"",""PART"",""VERB"",""PART"",""NOUN"",""ADP"",""DET"",""SCONJ"",""AUX"",""ADJ"",""NOUN"",""DET""]"
